bout,baʊt
odle,oʊdəɫ
odom,oʊdəm
odor,oʊdɝ
odum,oʊdəm
oecd,oʊisidi
oest,oʊɪst
ofer,oʊfɝ
offs,ɔfs
offs,ɔfs
ogan,oʊɡən
ogle,oʊɡəɫ
ogre,oʊɡɝ
ohba,oʊbə
ohio,oʊhaɪoʊ
ohms,oʊmz
ohms,oʊmz
ohrt,ɔɹt
oien,ɑin
oils,ɔɪɫz
oils,ɔɪɫz
oily,ɔɪɫi
okay,oʊkeɪ
okaz,oʊkɑz
okdo,ɔkdoʊ
oken,oʊkeɪən
okey,oʊki
okie,oʊki
okin,oʊkɪn
okon,oʊkoʊn
okpo,ɑkpoʊ
okra,oʊkɹə
okun,oʊkun
okwu,ɔkwu
olaf,oʊɫɑf
olah,oʊɫə
olah,əɫɑ
olay,oʊɫeɪ
olds,oʊɫdz
olde,oʊɫd
olds,oʊɫdz
oldt,oʊɫt
olea,ɑɫiə
olea,oʊɫi
oleg,oʊɫəɡ
oleo,oʊɫioʊ
oler,oʊɫɝ
oles,oʊɫz
oles,oʊɫeɪz
oley,oʊɫi
olly,ɑɫi
olmo,oʊɫmoʊ
olof,oʊɫɔf
olva,oʊɫvə
oman,oʊmɑn
omen,oʊmən
omit,oʊmɪt
omni,ɑmni
onan,oʊnən
once,wəns
ondo,ɔndoʊ
ones,wənz
ones,wənz
ones,wənz
onex,wənɛks
oney,oʊni
only,oʊnɫi
onni,ɑni
onno,ɑnoʊ
onto,ɑntu
onto,ɔntu
onus,oʊnəs
onyx,ɑnɪks
oohs,uz
oona,unə
oooh,u
ooph,uf
oops,ups
ooze,uz
opax,oʊpæks
opec,oʊpɛk
opel,oʊpəɫ
open,oʊpən
opic,ɑpɪk
opie,oʊpi
ople,oʊpəɫ
opry,ɑpɹi
opto,ɑptoʊ
opts,ɑpts
opus,oʊpəs
oral,ɔɹəɫ
oram,ɔɹəm
oran,ɔɹɑn
orca,ɔɹkə
orct,ɔɹkt
orea,ɝiə
orel,ɔɹəɫ
orem,ɔɹɪm
oreo,ɔɹioʊ
ores,ɔɹz
orgy,ɔɹdʒi
orin,ɔɹɪn
orix,ɔɹɪks
orks,ɔɹks
orky,ɔɹki
orla,ɔɹɫə
orly,ɔɹɫi
orme,ɔɹm
orna,ɔɹnə
orne,ɔɹn
oros,ɔɹoʊz
orsa,ɔɹsə
orsi,ɔɹsi
orso,ɔɹsoʊ
orta,ɔɹtə
orth,ɔɹθ
orum,ɔɹəm
orva,ɔɹvə
oryx,ɔɹɪks
osby,ɑsbi
osco,ɑskoʊ
oser,oʊsɝ
osha,oʊʃə
oslo,ɑzɫoʊ
ossa,ɑsə
osso,oʊsoʊ
otey,oʊti
otte,ɑt
otts,ɑts
ouch,aʊtʃ
ours,aʊɝz
ours,aʊɹz
ours,ɑɹz
oust,aʊst
outs,aʊts
outs,aʊts
oval,oʊvəɫ
oven,əvən
over,oʊvɝ
ovex,oʊvɛks
ovum,oʊvəm
owed,oʊd
owes,oʊz
owls,aʊɫz
owns,oʊnz
oxen,ɑksən
oyen,ɔɪɪn
oyer,ɔɪɝ
ozal,oʊzəɫ
ozga,oʊzɡə
ozzy,ɑzi
paap,pɑp
paar,pɑɹ
pacs,pæks
paca,pækə
paca,pɑkə
pace,peɪs
paci,pɑtʃi
pack,pæk
paco,peɪkoʊ
pacs,pæks
pact,pækt
pads,pædz
paek,pik
paez,paɪɛz
paff,pæf
pahl,pɑɫ
paid,peɪd
paik,peɪk
pail,peɪɫ
pain,peɪn
pair,pɛɹ
pais,peɪz
pait,peɪt
paiz,peɪz
paks,pæks
pake,peɪk
pals,pæɫz
pale,peɪɫ
pall,pɑɫ
pall,pɔɫ
palm,pɑɫm
palm,pɑm
palo,pæɫoʊ
pals,pæɫz
pams,pæmz
pans,pænz
pane,peɪn
pang,pæŋ
pans,pænz
pant,pænt
paos,paʊz
papa,pɑpə
pape,peɪp
papo,pæpoʊ
papp,pæp
pars,pɑɹz
para,pɛɹə
parc,pɑɹk
pare,pɛɹ
park,pɑɹk
paro,pɑɹoʊ
parr,pɑɹ
pars,pɑɹz
part,pɑɹt
pary,pɑɹi
pash,pæʃ
pask,pæsk
paso,pæsoʊ
pass,pæs
past,pæst
pats,pæts
pate,peɪt
path,pæθ
pats,pæts
patt,pæt
paty,peɪti
patz,pæts
paup,pɔp
pave,peɪv
pavo,pɑvoʊ
pawn,pɔn
paws,pɔz
payn,peɪən
paye,peɪ
pays,peɪz
peak,pik
peal,piɫ
pear,pɛɹ
peas,piz
peat,pit
peay,pi
pech,pɛk
peck,pɛk
peco,peɪkoʊ
peed,pid
peek,pik
peel,piɫ
peep,pip
peer,pɪɹ
pees,piz
peet,pit
pegg,pɛɡ
pegs,pɛɡz
pehl,pɛɫ
peis,peɪz
peil,piɫ
peko,pikoʊ
pelc,pɛɫk
pele,pɛɫeɪ
pell,pɛɫ
pels,pɛɫz
pelt,pɛɫt
pelz,pɛɫz
pens,pɛnz
pena,peɪnjə
pena,pɛnə
peng,pɛŋ
penh,pɛn
penn,pɛn
pens,pɛnz
pens,pɛnz
pent,pɛnt
peon,piən
pepe,pɛpi
pepi,pɛpi
pera,pɝə
perc,pɝk
pere,pɝ
perk,pɝk
perl,pɝɫ
pero,pɝoʊ
pers,pɝs
pert,pɝt
peru,pɝu
perz,pɝz
pesh,pɛʃ
peso,peɪsoʊ
pest,pɛst
pets,pɛts
peta,pitə
peth,pɛθ
peto,pitoʊ
petr,pɛtɝ
pets,pɛts
pett,pɛt
petz,pɛts
pews,pjuz
pfau,faʊ
pgas,pidʒieɪz
pham,fæm
phan,fæn
phar,fɑɹ
phen,fɛn
phew,fju
phua,fjuə
phut,fət
pica,paɪkə
pick,pɪk
pico,pikoʊ
pied,paɪd
piel,piɫ
pier,pɪɹ
pies,paɪz
piet,paɪɪt
piet,pit
piet,pjɛt
pigs,pɪɡz
pigg,pɪɡ
pigs,pɪɡz
pihl,pɪɫ
pike,paɪk
pile,paɪɫ
pill,pɪɫ
pilz,pɪɫz
pima,pimə
pimm,pɪm
pimp,pɪmp
pina,pinə
pine,paɪn
pini,pini
pink,pɪŋk
pinn,pɪn
pino,pinoʊ
pins,pɪnz
pint,paɪnt
piny,paɪni
pion,paɪɑn
pipe,paɪp
pipp,pɪp
pips,pɪps
piro,pɪɹoʊ
pisa,pisə
piss,pɪs
pita,pitə
pith,pɪθ
pits,pɪts
pitt,pɪt
pity,pɪti
pitz,pɪts
pius,paɪəs
plam,pɫæm
plan,pɫæn
plas,pɫæs
plax,pɫæks
play,pɫeɪ
plea,pɫi
pled,pɫɛd
plew,pɫu
plex,pɫɛks
plod,pɫɑd
plog,pɫɑɡ
plop,pɫɑp
plot,pɫɑt
plow,pɫaʊ
ploy,pɫɔɪ
plue,pɫu
plug,pɫəɡ
plum,pɫəm
plus,pɫəs
poag,poʊɡ
poch,pɑk
pock,pɑk
poco,poʊkoʊ
pods,pɑdz
pods,pɑdz
poes,poʊz
poel,poʊəɫ
poem,poʊəm
poer,poʊɝ
poet,poʊət
poff,pɔf
pogo,poʊɡoʊ
pogs,pɑɡz
pohl,poʊɫ
poke,poʊk
poky,poʊki
pole,poʊɫ
poli,poʊɫaɪ
poli,poʊɫi
polk,poʊk
polk,poʊɫk
poll,poʊɫ
polo,poʊɫoʊ
pols,poʊɫz
poly,pɑɫi
poma,poʊmə
pomp,pɑmp
pond,pɑnd
pong,pɔŋ
pons,pɑnz
pont,pɑnt
pony,poʊni
poof,puf
pooh,pu
pool,puɫ
poon,pun
poop,pup
poor,puɹ
pops,pɑps
popa,poʊpə
pope,poʊp
popp,pɑp
pops,pɑps
popu,poʊpju
pore,pɔɹ
pork,pɔɹk
porn,pɔɹn
porr,pɔɹ
port,pɔɹt
posa,poʊsə
pose,poʊz
posh,pɑʃ
poss,pɔs
post,poʊst
pots,pɑts
pote,poʊt
poth,pɑθ
pots,pɑts
pott,pɑt
poul,puɫ
pour,pɔɹ
pout,paʊt
powe,paʊ
pows,poʊz
pozo,poʊzoʊ
prab,pɹæb
pran,pɹæn
pran,pɹɑn
pray,pɹeɪ
pree,pɹi
prem,pɹɛm
prep,pɹɛp
pres,pɹɛz
pret,pɹɛt
prew,pɹu
prey,pɹeɪ
prig,pɹɪɡ
prim,pɹɪm
pris,pɹɪs
prix,pɹi
pros,pɹoʊz
prob,pɹɑb
prob,pɹoʊb
prod,pɹɑd
prom,pɹɑm
prop,pɹɑp
pros,pɹoʊz
pros,pɹoʊz
prow,pɹaʊ
prus,pɹuz
prue,pɹu
prus,pɹəs
ptak,tæk
ptsd,pitiɛsdi
puat,pjuæt
pubs,pəbz
puck,pək
puff,pəf
puga,pjuɡə
pugh,pju
puhl,pəɫ
puig,puɡ
puke,pjuk
pull,pʊɫ
pulp,pəɫp
puls,pʊɫz
puma,pumə
pump,pəmp
pung,pəŋ
punk,pəŋk
puns,pənz
punt,pənt
puny,pjuni
pupa,pjupə
pupo,pupoʊ
pups,pəps
pure,pjʊɹ
puri,pʊɹi
purk,pɝk
purr,pɝ
purt,pɝt
push,pʊʃ
puss,pəs
puss,pʊs
pute,pjut
puth,puθ
puts,pʊts
putt,pət
putz,pəts
puza,puzə
puzo,puzoʊ
pyka,pɪkə
pyke,paɪk
pyle,paɪɫ
pymm,pɪm
pyne,paɪn
pyre,paɪɝ
pyro,paɪɹoʊ
qana,kɑnə
qasr,keɪzɝ
qasr,kjueɪɛsɑɹ
qawi,kɑwi
qian,dʒɪn
qian,kiɑn
qiao,kiaʊ
qing,kɪŋ
qmax,kjumæks
quad,kwɑd
quai,keɪ
quai,ki
qual,kwɑɫ
quam,kwɑm
quan,kwɔn
quay,keɪ
quay,ki
quek,kwɛk
quel,kwɛɫ
ques,kjuz
ques,kwɛs
quid,kwɪd
quik,kwɪk
quin,kwɪn
quip,kwɪp
quit,kwɪt
quiz,kwɪz
quod,kwɔd
quon,kwɑn
raab,ɹɑb
raad,ɹɑd
raap,ɹɑp
rabb,ɹæb
rabe,ɹeɪb
rabi,ɹɑbi
raby,ɹeɪbi
race,ɹeɪs
rach,ɹætʃ
rack,ɹæk
racy,ɹeɪsi
racz,ɹɑtʃ
rada,ɹɑdə
radi,ɹɑdi
rado,ɹɑdoʊ
radu,ɹɑdu
rady,ɹeɪdi
rael,ɹeɪɫ
rafe,ɹeɪf
raff,ɹæf
rafi,ɹæfi
rafi,ɹɑfi
raft,ɹæft
rage,ɹeɪdʒ
rago,ɹɑɡoʊ
rags,ɹæɡz
ragu,ɹæɡu
rahe,ɹeɪhi
rahl,ɹɑɫ
rahm,ɹæm
rahm,ɹɑm
rahn,ɹæn
raia,ɹɑjə
raid,ɹeɪd
rail,ɹeɪɫ
rain,ɹeɪn
rais,ɹeɪs
rait,ɹeɪt
raju,ɹɑju
rake,ɹeɪk
ralf,ɹɑɫf
rall,ɹɔɫ
rama,ɹɑmə
rami,ɹɑmi
ramm,ɹæm
ramo,ɹeɪmoʊ
ramp,ɹæmp
rams,ɹæmz
ramu,ɹɑmu
rand,ɹænd
rang,ɹæŋ
ranh,ɹæn
rani,ɹɑni
rank,ɹæŋk
rann,ɹæn
rans,ɹænz
rant,ɹænt
ranz,ɹænz
raos,ɹaʊz
rape,ɹeɪp
rapp,ɹæp
raps,ɹæps
rapt,ɹæpt
rara,ɹɑɹə
rare,ɹɛɹ
rase,ɹeɪz
rash,ɹæʃ
rask,ɹæsk
raso,ɹɑsoʊ
rasp,ɹæsp
rast,ɹæst
rats,ɹæts
rata,ɹætə
rate,ɹeɪt
rath,ɹæθ
rats,ɹæts
ratu,ɹɑtu
ratz,ɹæts
raub,ɹɔb
rauh,ɹɔ
raum,ɹɔm
raun,ɹɔn
raup,ɹɔp
raut,ɹaʊt
rave,ɹeɪv
ravi,ɹɑvi
rawe,ɹɔ
rawl,ɹɔɫ
rays,ɹeɪz
raya,ɹeɪə
rayl,ɹeɪɫ
rays,ɹeɪz
raza,ɹæzə
raze,ɹeɪz
razo,ɹɑzoʊ
razr,ɹæzɹ
reas,ɹeɪz
read,ɹɛd
read,ɹid
real,ɹiɫ
ream,ɹim
reap,ɹip
rear,ɹɪɹ
reas,ɹiz
reay,ɹeɪ
rebo,ɹiboʊ
rech,ɹɛk
reck,ɹɛk
reco,ɹɛkoʊ
redd,ɹɛd
redi,ɹɛdi
redo,ɹidu
reds,ɹɛdz
reds,ɹɛdz
reeb,ɹib
reef,ɹif
reeg,ɹiɡ
reeh,ɹi
reek,ɹik
reel,ɹiɫ
reen,ɹin
reep,ɹip
rees,ɹiz
reff,ɹɛf
rega,ɹiɡə
rego,ɹɛɡoʊ
regs,ɹɛɡz
reha,ɹihə
rehg,ɹɛdʒ
rehm,ɹɛm
rehn,ɹɛn
reif,ɹif
reil,ɹeɪɫ
reim,ɹim
rein,ɹeɪn
reis,ɹiz
reit,ɹaɪt
relf,ɹɛɫf
reli,ɹɛɫi
rely,ɹiɫaɪ
rely,ɹɪɫaɪ
remi,ɹɛmi
remo,ɹɛmoʊ
remy,ɹɛmi
renk,ɹɛŋk
renn,ɹɛn
reno,ɹinoʊ
rens,ɹɛnz
rent,ɹɛnt
reny,ɹini
renz,ɹɛnz
reps,ɹɛps
reph,ɹɛf
repo,ɹipoʊ
repp,ɹɛp
repr,ɹɛpɝ
reps,ɹɛps
resh,ɹɛʃ
reso,ɹisoʊ
reso,ɹizoʊ
reso,ɹɪsoʊ
reso,ɹɪzoʊ
ress,ɹɛs
rest,ɹɛst
reti,ɹɛti
reto,ɹitu
retz,ɹɛts
reul,ɹuɫ
reum,ɹiəm
revs,ɹɛvz
reza,ɹɛzə
rhee,ɹi
rhem,ɹɛm
rhew,ɹu
rhin,ɹɪn
rhue,ɹu
rhys,ɹis
riad,ɹiɑd
rial,ɹaɪəɫ
riba,ɹibə
ribi,ɹibi
ribs,ɹɪbz
rica,ɹikə
rice,ɹaɪs
ride,ɹaɪd
rids,ɹɪdz
ried,ɹid
rief,ɹif
rieg,ɹiɡ
riek,ɹik
riel,ɹiɫ
ries,ɹaɪz
rife,ɹaɪf
riff,ɹɪf
rift,ɹɪft
riga,ɹiɡə
rigg,ɹɪɡ
rigo,ɹiɡoʊ
rigs,ɹɪɡz
riha,ɹaɪhə
rihn,ɹɪn
rijn,ɹiən
rike,ɹaɪk
rile,ɹaɪɫ
rill,ɹɪɫ
rime,ɹaɪm
rims,ɹɪmz
rind,ɹaɪnd
rine,ɹaɪn
ring,ɹɪŋ
rini,ɹini
rink,ɹɪŋk
rinn,ɹɪn
rios,ɹioʊz
rion,ɹaɪən
rios,ɹioʊs
riot,ɹaɪət
ripa,ɹipə
ripe,ɹaɪp
ripp,ɹɪp
rips,ɹɪps
risc,ɹɪsk
rise,ɹaɪz
rish,ɹɪʃ
risi,ɹisi
risk,ɹɪsk
riso,ɹisoʊ
riss,ɹɪs
rist,ɹɪst
rite,ɹaɪt
ritt,ɹɪt
ritz,ɹɪts
rizk,ɹɪzk
rizo,ɹizoʊ
road,ɹoʊd
roam,ɹoʊm
roan,ɹoʊn
roar,ɹɔɹ
roat,ɹoʊt
robs,ɹɑbz
robb,ɹɑb
robe,ɹoʊb
robl,ɹɑbəɫ
robo,ɹoʊboʊ
robs,ɹɑbz
roby,ɹoʊbi
roca,ɹoʊkə
roch,ɹɑk
rock,ɹɑk
roda,ɹoʊdə
rodd,ɹɑd
rode,ɹoʊd
rodi,ɹoʊdi
rods,ɹɑdz
rody,ɹoʊdi
roed,ɹoʊd
roen,ɹoʊn
roes,ɹoʊz
roff,ɹɔf
rohs,ɹoʊz
rohe,ɹoʊ
rohl,ɹoʊɫ
rohm,ɹoʊm
rohn,ɹɑn
rohr,ɹɔɹ
rohs,ɹoʊz
roig,ɹɔɪɡ
roil,ɹɔɪɫ
rojo,ɹoʊdʒoʊ
roka,ɹoʊkə
role,ɹoʊɫ
roll,ɹoʊɫ
rolm,ɹoʊm
rolt,ɹoʊɫt
roms,ɹɑmz
rome,ɹoʊm
romm,ɹɑm
romo,ɹoʊmoʊ
romp,ɹɑmp
roms,ɹɑmz
rons,ɹɑnz
rone,ɹoʊn
rong,ɹɔŋ
ronk,ɹɑŋk
rood,ɹud
roof,ɹuf
roof,ɹʊf
rook,ɹʊk
room,ɹum
roop,ɹup
roos,ɹuz
root,ɹut
rope,ɹoʊp
ropp,ɹɑp
rops,ɹɑps
rork,ɹɔɹk
rosh,ɹɔʃ
ross,ɹɑs
rost,ɹɑst
rota,ɹoʊtə
rote,ɹoʊt
roth,ɹɔθ
roti,ɹoʊti
roto,ɹoʊtoʊ
rots,ɹɑts
rott,ɹɑt
rotz,ɹɑts
rout,ɹaʊt
roux,ɹu
rove,ɹoʊv
rows,ɹoʊz
rowe,ɹoʊ
rows,ɹoʊz
roxs,ɹɑksɪs
roys,ɹɔɪz
royd,ɹɔɪd
roye,ɹɔɪ
roys,ɹɔɪz
roza,ɹoʊzə
rsvp,ɑɹɛsvipi
ruam,ɹuəm
rube,ɹub
rubs,ɹəbz
ruch,ɹətʃ
ruck,ɹək
ruda,ɹudə
rudd,ɹəd
rude,ɹud
rudi,ɹudi
rueb,ɹub
ruef,ɹuf
ruel,ɹuɫ
rues,ɹuz
rufe,ɹuf
ruff,ɹəf
rufo,ɹufoʊ
ruge,ɹudʒ
rugg,ɹəɡ
rugh,ɹə
rugs,ɹəɡz
ruhe,ɹuh
ruhl,ɹəɫ
ruhr,ɹʊɹ
ruin,ɹuən
ruin,ɹuɪn
ruis,ɹuɪz
ruiz,ɹuiz
rula,ɹuɫə
rule,ɹuɫ
rump,ɹəmp
rums,ɹəmz
runs,ɹənz
rund,ɹənd
rune,ɹun
rung,ɹəŋ
runk,ɹəŋk
runs,ɹənz
rupe,ɹup
rupp,ɹəp
ruse,ɹuz
rush,ɹəʃ
rusk,ɹəsk
rust,ɹəst
ruta,ɹutə
ruts,ɹəts
rutt,ɹət
rutz,ɹəts
ruud,ɹud
ruwe,ɹuw
ryal,ɹiɑɫ
ryba,ɹɪbə
ryen,ɹaɪən
ryer,ɹaɪɝ
ryka,ɹaɪkə
ryle,ɹaɪɫ
ryno,ɹɪnoʊ
ryon,ɹaɪən
saab,sɑb
saad,sɑd
saal,sɑɫ
saam,sɑm
saar,sɑɹ
saas,sɑs
sabs,sæbz
saba,sɑbə
sabb,sæb
sabo,sɑboʊ
sack,sæk
saco,seɪkoʊ
sacs,sæks
sada,sɑdə
sado,seɪdoʊ
saez,siz
safe,seɪf
saga,sɑɡə
sago,seɪɡoʊ
sags,sæɡz
saha,sɑhə
sahl,sɑɫ
sahm,sæm
sahr,sæɹ
saia,sɑjə
said,sɛd
saif,saɪf
saif,sɑif
sail,seɪɫ
sain,seɪn
sais,seɪz
saiz,seɪz
sake,seɪk
saki,sɑki
sako,sɑkoʊ
saks,sæks
sals,sæɫz
sala,sɑɫə
sale,seɪɫ
salk,sɔk
sall,sɔɫ
salm,sɑm
salo,sɑɫoʊ
salt,sɔɫt
salz,sɔɫz
sams,sæmz
sama,sɑmə
same,seɪm
sami,sæmi
samp,sæmp
sams,sæmz
sand,sænd
sane,seɪn
sani,sæni
sani,sænɪ
sank,sæŋk
sano,sɑnoʊ
sans,sænz
sant,sænt
sanz,sænz
sapp,sæp
saps,sæps
sare,sɛɹ
sark,sɑɹk
sars,sɑɹz
sash,sæʃ
sass,sæs
sate,seɪt
sato,sɑtoʊ
satz,sæts
saud,sɔd
sauk,sɔk
saum,sɔm
saur,sɔɹ
saus,sɔz
sava,sɑvə
save,seɪv
savo,sɑvoʊ
savr,seɪvɝ
sawa,sɔwə
saws,sɔz
saxe,sæks
saye,seɪ
says,sɛz
says,sɪz
scab,skæb
scad,skæd
scam,skæm
scan,skæn
scar,skɑɹ
scat,skæt
scor,skɔɹ
scow,skaʊ
scsi,skʊzi
scud,skəd
scum,skəm
seas,siz
seal,siɫ
seam,sim
seaq,sik
sear,sɪɹ
seas,siz
seat,sit
seay,seɪ
sebi,sɛbi
sebo,sɛboʊ
seck,sɛk
seco,sɛkoʊ
sect,sɛkt
seda,seɪdə
seed,sid
seek,sik
seel,siɫ
seem,sim
seen,sin
seep,sip
seer,siɹ
sees,siz
seff,sɛf
sega,seɪɡə
sega,siɡə
sege,sɛdʒ
sego,siɡoʊ
sehr,sɛɹ
seib,sib
seid,saɪd
seif,sif
seil,saɪɫ
seim,saɪm
sein,saɪn
seip,sip
seis,sis
seix,siks
sejm,seɪm
seki,seɪki
seko,sɛkoʊ
sela,sɛɫə
self,sɛɫf
selk,sɛɫk
sell,sɛɫ
selz,sɛɫz
sema,simə
semi,sɛmaɪ
semi,sɛmi
send,sɛnd
senf,sɛnf
seng,sɛŋ
senk,sɛŋk
senn,sɛn
sens,sɛnz
sent,sɛnt
seow,siaʊ
seow,sioʊ
sepe,sip
sepp,sɛp
sept,sɛpt
sera,sɪɹə
serb,sɝb
sere,sɪɹ
serf,sɝf
serr,sɛɹ
serv,sɝv
sese,sisi
seti,sɛti
seto,sɛtoʊ
sets,sɛts
seve,sɛveɪ
sevy,sivi
sewn,soʊn
sexy,sɛksi
seyi,seɪi
sgro,skɹoʊ
shag,ʃæɡ
shah,ʃɑ
shai,ʃaɪ
sham,ʃæm
shao,ʃaʊ
shap,ʃæp
shaq,ʃæk
shas,ʃɑs
shaw,ʃɔ
shed,ʃid
shes,ʃiz
shed,ʃɛd
shek,ʃɛk
shen,ʃɛn
shep,ʃɛp
sher,ʃɝ
shew,ʃu
shia,ʃiə
shih,ʃi
shim,ʃɪm
ship,ʃɪp
shir,ʃɝ
shit,ʃɪt
shiu,ʃu
shod,ʃɑd
shoe,ʃu
shoo,ʃu
shop,ʃɑp
shor,ʃɔɹ
shot,ʃɑt
show,ʃoʊ
shri,ʃɹi
shue,ʃu
shui,ʃui
shum,ʃəm
shun,ʃən
shur,ʃɝ
shut,ʃət
siad,saɪæd
siam,saɪæm
siam,saɪæm
sian,siɑn
sias,ʒɔz
sica,sikə
sick,sɪk
sids,sɪdz
side,saɪd
sidi,sɪdi
sids,sɪdz
sieg,siɡ
sieh,si
siek,sik
siem,sim
sies,siz
siew,su
sift,sɪft
sigg,sɪɡ
sigh,saɪ
sigl,sɪɡəɫ
sign,saɪn
sikh,sik
silk,sɪɫk
sill,sɪɫ
silo,saɪɫoʊ
silt,sɪɫt
sime,saɪm
simi,simi
simm,sɪm
simo,simoʊ
sims,sɪmz
sims,sɪmz
sind,sɪnd
sine,saɪn
sing,sɪŋ
sink,sɪŋk
sinn,sɪn
sino,saɪnoʊ
sins,sɪnz
sipa,sipə
sipe,saɪp
sipp,sɪp
sips,sɪps
sire,saɪɝ
siri,sɪɹi
sirk,sɝk
sirs,sɝɹz
sisk,sɪsk
site,saɪt
sito,sitoʊ
sits,sɪts
sitz,sɪts
sivy,sɪvi
sixs,sɪksɪz
size,saɪz
skew,skju
skid,skɪd
skim,skɪm
skin,skɪn
skip,skɪp
skis,skiz
skit,skɪt
skog,skɑɡ
skok,skɑk
skop,skɑp
skov,skɑv
skow,skaʊ
skys,skaɪz
slab,sɫæb
slag,sɫæɡ
slam,sɫæm
slap,sɫæp
slat,sɫæt
slav,sɫɑv
slaw,sɫɔ
slay,sɫeɪ
sled,sɫɛd
slee,sɫi
slew,sɫu
slid,sɫɪd
slim,sɫɪm
slip,sɫɪp
slit,sɫɪt
slob,sɫɑb
sloe,sɫoʊ
slog,sɫɑɡ
slop,sɫɑp
slot,sɫɑt
slow,sɫoʊ
slug,sɫəɡ
slum,sɫəm
slur,sɫɝ
slut,sɫət
slye,sɫaɪ
smay,smeɪ
smee,smi
smet,smɛt
smid,smɪd
smit,smɪt
smog,smɑɡ
smug,sməɡ
smut,smət
snag,snæɡ
snap,snæp
snay,sneɪ
snee,sni
sneh,snɛ
snia,sniə
snip,snɪp
snob,snɑb
snog,snɔɡ
snot,snɔt
snow,snoʊ
snub,snəb
snug,snəɡ
soak,soʊk
soap,soʊp
soar,sɔɹ
sobs,sɑbz
sock,sɑk
soco,sɑkoʊ
soco,soʊkoʊ
soda,soʊdə
sofa,soʊfə
soft,sɑft
soft,sɔft
sogo,soʊɡoʊ
sohl,soʊɫ
sohm,soʊm
sohn,sɑn
soho,soʊhoʊ
soil,sɔɪɫ
soir,sɔɪɹ
soja,soʊdʒə
sola,soʊɫə
sold,soʊɫd
sole,soʊɫ
soli,soʊɫi
soll,sɑɫ
solo,soʊɫoʊ
solt,soʊɫt
soma,soʊmɑ
some,səm
sons,sənz
soni,soʊni
sonn,sɑn
sons,sənz
sons,sɑnz
sony,soʊni
sood,sud
soos,suz
soot,sʊt
sooy,sui
sope,soʊp
sopp,sɑp
sops,sɑps
sore,sɔɹ
sort,sɔɹt
sosa,soʊsə
soss,sɔs
soto,soʊtoʊ
souk,suk
soul,soʊɫ
soup,sup
sour,saʊɝ
sour,saʊɹ
sous,suz
sova,soʊvə
sowa,soʊə
sown,soʊn
sows,soʊz
soxs,sɑksɪz
soya,sɔɪə
soza,soʊzə
spak,spæk
spam,spæm
span,spæn
spar,spɑɹ
spas,spɑz
spat,spæt
spaw,spɔ
spay,speɪ
spaz,spæz
spec,spɛk
sped,spɛd
spew,spju
spey,speɪ
spic,spɪk
spie,spi
spin,spɪn
spit,spɪt
spot,spɑt
spry,spɹaɪ
spud,spəd
spun,spən
spur,spɝ
spys,spaɪz
sram,ɛsɹæm
sram,ʃɹæm
stab,stæb
stac,stæk
stag,stæɡ
stai,stɑi
stam,stæm
stat,stæt
stay,steɪ
stds,ɛstidiɛs
stds,ɛstidiz
stec,stɛk
stem,stɛm
sten,stɛn
step,stɛp
stet,stɛt
stew,stu
stig,stɪɡ
stil,stɪɫ
stir,stɝ
stol,stoʊɫ
stop,stɑp
stow,stoʊ
stoy,stɔɪ
stub,stəb
stud,stəd
stum,stəm
stun,stən
stys,stɪs
styx,stɪks
subs,səbz
suba,subə
subs,səbz
such,sətʃ
suck,sək
suda,sudə
sudd,səd
suds,sədz
sued,sud
suen,sun
sues,suz
suey,sui
suez,suɛz
sugg,səɡ
suhm,sum
suhr,sʊɹ
suit,sut
suki,suki
sulk,səɫk
sult,səɫt
suma,sumə
sumo,sumoʊ
sump,səmp
sums,səmz
suns,sənz
sund,sənd
suni,suni
sunk,səŋk
suns,sənz
suny,suni
suon,suɔn
sura,sʊɹə
sure,ʃʊɹ
surf,sɝf
susa,susə
susi,susi
suss,səs
suto,sutoʊ
suvs,ɛsjuviz
suva,suvə
suvs,ɛsjuviz
svec,svɛk
sven,svɛn
swab,swɑb
swam,swæm
swan,swɑn
swan,swɔn
swap,swɑp
swat,swɑt
sway,sweɪ
swed,swɛd
swem,swɛm
swig,swɪɡ
swim,swɪm
swor,swɝ
swum,swəm
syed,saɪd
syme,saɪm
syms,sɪmz
syna,sɪnə
sync,sɪŋk
szot,ʃɑt
tang,tæŋ
tabb,tæb
tabs,tæbz
tack,tæk
taco,tɑkoʊ
tact,tækt
tacy,teɪsi
tada,tɑdə
tadd,tæd
taff,tæf
taft,tæft
tagg,tæɡ
tags,tæɡz
tail,teɪɫ
tait,teɪt
take,teɪk
taki,tæki
taku,tɑku
talc,tæɫk
tale,teɪɫ
talk,tɔk
tall,tɔɫ
tame,teɪm
tamm,tæm
tamp,tæmp
tang,tæŋ
tang,tɑŋ
tani,tɑni
tank,tæŋk
tann,tæn
tans,tænz
tant,tænt
tanu,tɑnu
taos,taʊz
tape,teɪp
tapp,tæp
taps,tæps
taro,tɛɹoʊ
tarp,tɑɹp
tarr,tɑɹ
tart,tɑɹt
tash,tæʃ
task,tæsk
tasm,tæsəm
tass,tæs
tata,tɑtɑ
tate,teɪt
tatu,tɑtu
taub,taʊb
taul,tɔɫ
taut,tɔt
tavy,teɪvi
taxs,tæksɪz
taxi,tæksi
tays,teɪz
tcas,tisieɪɛs
