[1/100] - ptime: 28.87 loss_d: 1.358, loss_g: 0.812
Word: agnew     	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: æɡnju
Word: contest   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: oʃʃʃʃʃʃŋŋ 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: fɹiks
Word: functions 	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: oʃʃʃʃʃʃɛk 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: oʃʃʃʃʃooʃ 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: ɫin
Word: loong     	Gen. IPA: oʃʃʃʃookk 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: oʃʃʃʃʃʃɑk 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: ɹumən
Word: satires   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: oʃʃʃʃʃʃθk 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: saɪd
Word: sevey     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: spɔ
Word: staunton  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: oʃʃʃðʃʃʃk 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: oʃʃʃðʃʃʃʃ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: oʃʃʃðʃʃʃk 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: oʃʃʃðʃʃʃʃ 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: oʃʃʃʃððʃk 	Real IPA: ətɝz
Word: views     	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: oʃʃʃʃʃʃɛk 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: oʃʃʃʃʃʃʃʃ 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: oʃʃʃʃʃʃʃk 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: oʃʃʃʃʃʃkk 	Real IPA: zɝk
[29/100] - ptime: 26.89 loss_d: 1.042, loss_g: 1.644
Word: agnew     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ʃʃʃʃʃooʃʃ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: ʃʃʃʃʃʃððʃ 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ʃʃʃʃʃʃkkk 	Real IPA: bɑs
Word: branch    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: ʃʃʃʃʃʃʃɛɛ 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ʃʃʃʃʃʃʃŋŋ 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: ʃʃʃʃʃʃʃɛɛ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ʃʃʃʃʃʃɝʃk 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ʃʃʃʃʃʃʃŋʃ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: ʃʃʃʃʃʃooʃ 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: ʃʃʃʃʃʃəʃʃ 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: ɫin
Word: loong     	Gen. IPA: ʃʃʃʃʃookk 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: ʃʃʃʃʃʃʃʃɛ 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ʃʃʃʃʃʃoʃʃ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ʃʃʃʃʃʃðʃʃ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʃʃʃʃʃʃʃɑɑ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: ɹumən
Word: satires   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: ʃʃʃʃʃʃʃθθ 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: ʃʃʃʃðʃʃʃk 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃʃʃʃðʃʃɛʃ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: ʃʃʃʃðʃʃʃk 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ʃʃʃʃðʃʃʃʃ 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ʃʃʃʃʃððʃk 	Real IPA: ətɝz
Word: views     	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃʃʃʃʃʃʃɛɛ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: zɝk
[30/100] - ptime: 26.80 loss_d: 1.011, loss_g: 1.998
Word: agnew     	Gen. IPA: ʃʊəʃʃʒoŋk 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: ʃʊəʃʃʒɑpk 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ʃʊəʃʃʒoʒɛ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: ʃʊəʃʃʒɝŋk 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ʃʊəʃʃʒðəp 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: ʃʊəʃʃʊaɝk 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: ʃʊəʃʃʊəɛʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: ʃʊəʃʃʊʃŋk 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: ʃʊəʃʃʊʒðɝ 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ʃʊəʃʃʊŋkk 	Real IPA: bɑs
Word: branch    	Gen. IPA: ʃʊəʃʃʊʒɛk 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ʃʊəʃʃʊaɝŋ 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: ʃʊəʃʃʊpoŋ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: ʃʊəʃʃɛpip 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: ʃʊəʃʃɛŋəɛ 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ʃʊəʃʃɛɝðk 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: ʃʊəʃʃɛðʒk 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: ʃʊəʃʃɛðɝk 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ʃʊəʃʃɛʃɝð 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: ʃʊəʃʃɛɝʒk 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ʃʊəʃʃɛθðk 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: ʃʊəʃʃaʊov 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: ʃʊəʃʃaɛʃo 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ʃʊəʃʃaŋʒŋ 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ʃʊəʃʃaɝɹɝ 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ʃʊəʃʃɝʒək 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: ʃʊəʃʃɝʒɛo 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: ʃʊəʃʃɝʃðp 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: ʃʊəʃʃɑəok 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃʊəʃʃɑʃɝa 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ʃʊəʃʃɑʒɝk 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ʃʊəʃʃɑɝvk 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ʃʊəʃʃɑoðo 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ʃʊəʃʃəɹɝk 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ʃʊəʃʃəɛɝə 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: ʃʊəʃʃəŋɝɛ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ʃʊəʃʃəɝip 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: ʃʊəʃʃɹoɛp 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: ʃʊəʃʃɹðʃð 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: ʃʊəʃʃɹŋek 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ʃʊəʃʃəθŋə 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ʃʊəʃʃəŋɛo 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: ʃʊəʃʃvʒoʃ 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: ʃʊəʃʃvəɛp 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ʃʊəʃʃvpʒk 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ʃʊəʃʃvθək 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ʃʊəʃʃvʒkk 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: ʃʊəʃʃvokk 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ʃʊəʃʃɛʃek 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ʃʊəʃʃɛəkk 	Real IPA: ɫin
Word: loong     	Gen. IPA: ʃʊəʃʃɛoək 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ʃʊəʃʃʃoɛo 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ʃʊəʃʃʃekk 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʃʊəʃʃʃəoɹ 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʃʊəʃʃʃpɝk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ʃʊəʃʃʃɛkk 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ʃʊəʃʃʃʃʒʃ 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ʃʊəʃʃʃʒop 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ʃʊəʃʃoeok 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: ʃʊəʃʃoeŋk 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ʃʊəʃʃoʒʃk 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ʃʊəʃʃoəʒk 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: ʃʊəʃʃoɝvɛ 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʃʊəʃʃθoəŋ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ʃʊəʃʃθoəʃ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ʃʊəʃʃθðəʃ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ʃʊəʃʃθovk 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʃʊəʃʃθʃəɑ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: ʃʊəʃʃθoek 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ʃʊəʃʃθðoŋ 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: ʃʊəʃʃpioʒ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ʃʊəʃʃpaɝo 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃʊəʃʃpŋʃɝ 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: ʃʊəʃʃpɛʒð 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʃʊəʃʃpŋoʒ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ʃʊəʃʃpðok 	Real IPA: ɹumən
Word: satires   	Gen. IPA: ʃʊəʃʃŋðpŋ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: ʃʊəʃʃŋɹɝθ 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: ʃʊəʃʃŋəɝk 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʃʊəʃʃŋiek 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ʃʊəʃʃŋɛʃʒ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ʃʊəʃʃŋʃkk 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: ʃʊəʃʃŋvɛk 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: ʃʊəʃʃŋʒək 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ʃʊəʃʃŋʒoʃ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: ʃʊəʃʃŋoʒk 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ʃʊəʃʃŋpɝk 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: ʃʊəʃðʃŋɝk 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃʊəʃðʃpɛɝ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: ʃʊəʃðʃʒok 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ʃʊəʃðʃoŋp 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ʃʊəʃʃʒɹoɝ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ʃʊəʃʃʒðpk 	Real IPA: ətɝz
Word: views     	Gen. IPA: ʃʊəʃʃiɝkk 	Real IPA: vjuz
