[1/100] - ptime: 18.29 loss_d: 1.352, loss_g: 0.615
Word: agnew     	Gen. IPA: ktðekɑueʃ 	Real IPA: æɡnju
Word: begelman  	Gen. IPA: eʒwphzpnʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: homɝɪofɪæ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: eɔɔhðzoɪm 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: uhɑɔɝeouu 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɑmeɹʃɝzɔo 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ððɔwmakɪ  	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: bɑʃ u nɹæ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: e  ɝdɹðhe 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: fnafed jz 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: neʒɝd tbd 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: æokdðbɑʃɡ 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: æɪudhoaɑh 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ɔɹkðfhuɹd 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: okjmɑ mua 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: aohtɑonɡɝ 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: tzðɹdɑbæɑ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: tubmɪnfʒm 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ɝɪɔpɹwnɹa 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA:  ɡɝ aa mu 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ɑkd h ɑɑp 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: fɹoɔɔwʒno 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:   ɔkʃpaaɡ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: bɪmtæbpua 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃzpmɪekwɑ 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ɪʒʃwpɹnhw 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA:  ɝɡwʒkjɡɡ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: wtemnzpfɔ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ɝzeʃɔʒfaʃ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ɔʃð ambjm 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: hʒɑɪekmhɑ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: fɪɝbhuɡzu 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: zɔhwwoɹdɡ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: fnutzɑɡej 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: aʒɡɪzɑfɹ  	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: nðdwaɡejʒ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɝ huɪbɑpɑ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: bɡnujkwʒj 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: ʒetkɔɑoɹf 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ɹɔɝpɔ ɡʃb 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ehpwpuʒʒʃ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ðhfbmɹɔðj 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: eɝʒkɑɔɡ a 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: hmp ɹowj  	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: hhfjænæʃ  	Real IPA: ɫin
Word: loong     	Gen. IPA: ʒaʒm ɝɹɪd 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔwɡʒ  hɑp 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: h emnhæuf 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: pðæhjm h  	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ɑfwub ʃwk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɝjzʒfɔkbʃ 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ɪuɝ ɪbjɡð 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: kptðbɡaof 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ɑdɪɡujʒɔð 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: bumoouumð 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ɡɡpɔɑuz ɹ 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ɑdhjemʃɔo 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: fʃutmt pe 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: fdahzzwzɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: aɡwʃdaæʃɪ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ɑjɝo  kmh 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ohzɪ uwnɹ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʒbapbɔeɔʃ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: bɝku æaɡɔ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ɹʃbɡaoɡpo 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA:  ɹtnmnʃeɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ɪphwɑɑjæt 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃzæʒðɡ ɑt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: weʒæbɔtʃh 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʒdbɪtɹkɔj 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɝowɔɪ eɹu 	Real IPA: ɹumən
Word: satires   	Gen. IPA: mhɝhʃaeu  	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: twjbɔðʃmu 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA:  ɹɪjt apd 	Real IPA: saɪd
Word: sevey     	Gen. IPA: duɹaeajkw 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ɹzw ɪwɝɔɡ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ɡɑaɡwɝʒæ  	Real IPA: sɪsən
Word: sokol     	Gen. IPA: ɪmzɔpkeoe 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: uɪhuðɡɹjd 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɝbbfundɹo 	Real IPA: stɔntən
Word: stocum    	Gen. IPA:  wbtwpebb 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ɔɹejæoɹkh 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: hupemtmʃɝ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃeʃmɔzðfɪ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: u jʒbɪɹzʒ 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: kætʒkwhɔk 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ɑʃzpkʒoɑɝ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: pðɑj zbto 	Real IPA: ətɝz
Word: views     	Gen. IPA: fmeuoubðk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃwzbet æz 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: jkɪɹbuuwð 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃæokɔɝfwd 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: aɹɹjʒaaɡɔ 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: oʃbnʒɝɹɝw 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: bpʃdɑɡeæð 	Real IPA: zɝk
[81/100] - ptime: 17.52 loss_d: 1.775, loss_g: 3.810
Word: agnew     	Gen. IPA: ktððkɑuej 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dʃ ɔðfɡɔd 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡzh ɹeebɑ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jkʒʃo mjɪ 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɪkmbuwtoz 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: æfbdauɹ b 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: eʒwphzpnʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: homɝɪofɪæ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: eɔɔhðzoɪm 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: uhɑɔɝeouu 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɑmeɹʃɝzɔo 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ððɔwmakɪ  	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: bɑʃ u nɹæ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: e  ɝdɹðhe 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: fnafed jz 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: neʒɝd tbd 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: æokdðbɑʃɡ 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: æɪudhoaɑh 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ɔɹkðfhuɹd 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: okjmɑ mua 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: aohtɑonɡɝ 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: tzðɹdɑbæɑ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: tubmɪnfʒm 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ɝɪɔpɹwnɹa 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA:  ɡɝ aa mu 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ɑkd h ɑɑp 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: fɹoɔɔwʒno 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:   ɔkʃpaaɡ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: bɪmtæbpua 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃzpmɪekwɑ 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ɪʒʃwpɹnhw 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA:  ɝɡwʒkjɡɡ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: wtemnzpfɔ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ɝzeʃɔʒfaʃ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ɔʃð ambjm 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: hʒɑɪekmhɑ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: fɪɝbhuɡzu 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: zɔhwwoɹdɡ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: fnutzɑɡej 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: aʒɡɪzɑfɹ  	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: nðdwaɡejʒ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɝ huɪbɑpɑ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: bɡnujkwʒj 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: ʒetkɔɑoɹf 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ɹɔɝpɔ ɡʃb 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ehpwpuʒʒʃ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ðhfbmɹɔðj 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: eɝʒkɑɔɡ a 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: hmp ɹowj  	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: hhfjænæʃ  	Real IPA: ɫin
Word: loong     	Gen. IPA: ʒaʒm ɝɹɪd 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔwɡʒ  hɑp 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: h emnhæuf 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: pðæhjm h  	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ɑfwub ʃwk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɝjzʒfɔkbʃ 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ɪuɝ ɪbjɡð 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: kptðbɡɑof 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ɑdɪɡujʒɔð 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: bumoouumð 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ɡɡpɔɑuz ɹ 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ɑdhjemʃɔo 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: fʃutmt pe 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: fdahzzwzɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: aɡwʃdaæʃɪ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ɑjɝo  kmh 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ohzɪ uwnɹ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʒbapbɔeɔʃ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: bɝku æaɡɔ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ɹʃbɡaoɡpo 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA:  ɹtnmnʃeɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ɪphwɑɑjæt 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃzæʒðɡ ɑt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: weʒæbɔtʃh 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʒdbɪtɹkɔj 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɝowɔɪ eɹu 	Real IPA: ɹumən
Word: satires   	Gen. IPA: mhɝhʃaeu  	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: twjbɔðʃmu 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA:  ɹɪjt apd 	Real IPA: saɪd
Word: sevey     	Gen. IPA: duɹaeajkw 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ɹzw ɪwɝɔɡ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ɡɑaɡwɝʒæ  	Real IPA: sɪsən
Word: sokol     	Gen. IPA: ɪezɔpkeoe 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: uɪhuðɡɹjd 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɝbbfundɹo 	Real IPA: stɔntən
Word: stocum    	Gen. IPA:  wbtwpebb 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ɔɹejæoɹkh 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: hupemtmʃɝ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃeʃmɔzðfɪ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: u jʒbɪɹzʒ 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: kætʒkwhɔk 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ɑʃzpkʒoɑɝ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: pðɑj zbto 	Real IPA: ətɝz
Word: views     	Gen. IPA: fmeuoubðk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃwzbet æz 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: jkɪɹbuuwð 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃæokɔɝfwd 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: aɹɹjʒaaɡɔ 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: oʃbnʒɝɹɝw 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: bpʃdɑɡeæð 	Real IPA: zɝk
[82/100] - ptime: 17.49 loss_d: 1.222, loss_g: 3.010
Word: agnew     	Gen. IPA: ktððkɑuej 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dʃ ɔðfɡɔd 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡzh ɹeebɑ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jkʒʃo mjɪ 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɪkmbuwtoz 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: æfbdauɹ b 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: eʒwphzpnʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: homɝɪofɪæ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: eɔɔhðzoɪm 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: uhɑɔɝeouu 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɑmeɹʃɝzɔo 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ððɔwmakɪ  	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: bɑʃ u nɹæ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: eɡ ɝdɹðhe 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: fnafed jz 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: neʒɝd tbd 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: æokdðbɑʃɡ 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: æɪudhoaɑh 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ɔɹkðfhuɹd 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: okjmɑ mua 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: aohtɑonɡɝ 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: tzðɹdɑbæɑ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: tubmɪnfʒa 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ɝɪɔpɹwnɹa 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA:  ɡɝ aa mu 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ɑkd h ɑɑp 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: fɹoɔɔwʒno 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:   ɔkʃpaaɡ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: bɪmtæbpua 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃzpmɪekwɑ 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ɪʒʃwpɹnhw 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA:  ɝɡwʒkjɡɡ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: wtemnzpfɔ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ɝzeʃɔʒfaʃ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ɔʃð ambjm 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: hʒɑɪekmhɑ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: fɪɝbhuɡzu 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: zɔhwwoɹdɡ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: fnutzɑɡej 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: aʒɡɪzɑfɹ  	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: nðdwaɡejʒ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɝ huɪbɑpɑ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: bɡnujkwʒj 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: ʒetkɔɑoɹf 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ɹɔɝpɔ ɡʃb 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ehpwpuʒʒʃ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ðhfbmɹɔðj 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: eɝʒkɑɔɡ a 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: hmp ɹowj  	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: hhfjænæʃ  	Real IPA: ɫin
Word: loong     	Gen. IPA: ʒaʒm ɝɹɪd 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔwɡʒ  hɹp 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: h emnhæuf 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: pðæhjm h  	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ɑfwub ʃwk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɝjzʒfɔkbʃ 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ɪuɝ ɪbjɡð 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: kptðbɡɑof 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ɑdɪɡujʒɔð 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: bumoouumð 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ɡɡpɔɑuz ɹ 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ɑdhjemʃɔo 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: fʃutmt pe 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: fdahzzwzɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: aɡwʃdaæʃɪ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ɑjɝo  kmh 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ohzɪ uwnɹ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʒbapbɔeɔʃ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: bɝku æaɡɔ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ɹʃbɡaoɡpo 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA:  ɹtnmnʃeɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ɪphwɑɑjæt 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃzæʒðɡ ɑt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: weʒæbɔtʃh 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʒdbɪtɹkɔj 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɝowɔɪ eɹu 	Real IPA: ɹumən
Word: satires   	Gen. IPA: mhɝhʃaeu  	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: twjbɔðʃmu 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA:  ɹɪjt apd 	Real IPA: saɪd
Word: sevey     	Gen. IPA: duɹaeajkw 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ɹzw ɪwɝɔɡ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ɡɑaɡwɝʒæ  	Real IPA: sɪsən
Word: sokol     	Gen. IPA: ɪezɔpkeoe 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: uɪhuðɡɹjd 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɝbbfundɹo 	Real IPA: stɔntən
Word: stocum    	Gen. IPA:  wbtwpebb 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ɔɹejæoɹkh 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: hupemtmʃɝ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃeʃmɔzðfɪ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: u jʒbɪɹzʒ 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: kætʒkwhɔk 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ɑʃzpkʒoɑɝ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: pðɑj zbto 	Real IPA: ətɝz
Word: views     	Gen. IPA: fmeuoubðk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃwzbet æz 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: jkɪɹbuuwð 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃæokɔɝfwd 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: aɹɹjʒaaɡɔ 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: oʃbnʒɝɹɝw 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: bpʃdɑɡeæð 	Real IPA: zɝk
[83/100] - ptime: 17.48 loss_d: 1.244, loss_g: 3.825
Word: agnew     	Gen. IPA: ktððkɑuej 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dʃ ɔðfɡɔd 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡzh ɹeebɑ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jkʒʃo mjɪ 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɪkmbuwtoz 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: æfbdauɹ b 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: eʒwphzpnʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: homɝɪofɪæ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: eɔɔhðzoɪm 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: uhɑɔɝeouu 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɑmeɹʃɝzɔo 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ððɔwmakɪ  	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: bɑʃ u nɹæ 	Real IPA: bɝtənz
